end_of_interval	out
2001-02-04 00:00:00	21
2001-02-05 00:00:00	22.3
2001-02-06 00:00:00	23.2
2001-02-07 00:00:00	23.9
2001-02-08 00:00:00	23.7
2001-02-09 00:00:00	24.1
2001-02-10 00:00:00	23.6
2001-02-11 00:00:00	22.9
2001-02-12 00:00:00	22.6
2001-02-13 00:00:00	23.1
2001-02-14 00:00:00	22.7
2001-02-15 00:00:00	22.5
2001-02-16 00:00:00	21.1
2001-02-17 00:00:00	22.9
2001-02-18 00:00:00	24.4
2001-02-19 00:00:00	24
2001-02-20 00:00:00	22.3
2001-02-21 00:00:00	24.7
2001-02-22 00:00:00	24.9
2001-02-23 00:00:00	24.7
2001-02-24 00:00:00	23.1
2001-02-25 00:00:00	24.7
2001-02-26 00:00:00	23.3
2001-02-27 00:00:00	23.7
2001-02-28 00:00:00	23
2001-03-01 00:00:00	20.3889
2001-03-02 00:00:00	19.7753
2001-03-03 00:00:00	20.6775
2001-03-04 00:00:00	21.0237
2001-03-05 00:00:00	20.6247
2001-03-06 00:00:00	20.0264
2001-03-07 00:00:00	19.7955
2001-03-08 00:00:00	20.3503
2001-03-09 00:00:00	21.6659
2001-03-10 00:00:00	21.0131
2001-03-11 00:00:00	21.2576
2001-03-12 00:00:00	20.745
2001-03-13 00:00:00	20.6818
2001-03-14 00:00:00	20.3528
2001-03-15 00:00:00	19.3692
2001-03-16 00:00:00	20.1855
2001-03-17 00:00:00	19.6489
2001-03-18 00:00:00	19.6836
2001-03-19 00:00:00	20.1508
2001-03-20 00:00:00	20.2933
2001-03-21 00:00:00	20.8006
2001-03-22 00:00:00	21.0478
2001-03-23 00:00:00	20.8782
2001-03-24 00:00:00	19.5417
2001-03-25 00:00:00	20.7512
2001-03-26 00:00:00	21.7164
2001-03-27 00:00:00	21.5164
2001-03-28 00:00:00	21.3402
2001-03-29 00:00:00	21.5601
2001-03-30 00:00:00	19.7047
2001-03-31 00:00:00	18.7562
2001-04-01 00:00:00	20.5617
2001-04-02 00:00:00	22.1785
2001-04-03 00:00:00	21.1851
2001-04-04 00:00:00	21.8523
2001-04-05 00:00:00	20.7308
2001-04-06 00:00:00	20.3496
2001-04-07 00:00:00	21.1992
2001-04-08 00:00:00	22.1738
2001-04-09 00:00:00	21.2375
2001-04-10 00:00:00	22.2617
2001-04-11 00:00:00	19.9113
2001-04-12 00:00:00	21.1851
2001-04-13 00:00:00	22.6281
2001-04-14 00:00:00	20.716
2001-04-15 00:00:00	21.0898
2001-04-16 00:00:00	20.6187
2001-04-17 00:00:00	21.6234
2001-04-18 00:00:00	21.2093
2001-04-19 00:00:00	20.916
2001-04-20 00:00:00	21.7449
2001-04-21 00:00:00	21.514
2001-04-22 00:00:00	21.3308
2001-04-23 00:00:00	20.6113
2001-04-24 00:00:00	20.3449
2001-04-25 00:00:00	20.7664
2001-04-26 00:00:00	21.0476
2001-04-27 00:00:00	21.0777
2001-04-28 00:00:00	20.9992
2001-04-29 00:00:00	21.716
2001-04-30 00:00:00	21.4328
2001-05-01 00:00:00	22.7
2001-05-02 00:00:00	22.1
2001-05-03 00:00:00	21.7
2001-05-04 00:00:00	22.9
2001-05-05 00:00:00	23.3
2001-05-06 00:00:00	23.9
2001-05-07 00:00:00	23.5
2001-05-08 00:00:00	23.1
2001-05-09 00:00:00	23.7
2001-05-10 00:00:00	23.9
2001-05-11 00:00:00	23.9
2001-05-12 00:00:00	23
2001-05-13 00:00:00	23.5
2001-05-14 00:00:00	22.1
2001-05-15 00:00:00	21.5
2001-05-16 00:00:00	19.3
2001-05-17 00:00:00	19.5
2001-05-18 00:00:00	21.9
2001-05-19 00:00:00	23.1
2001-05-20 00:00:00	23.7
2001-05-21 00:00:00	23.5
2001-05-22 00:00:00	21.1
2001-05-23 00:00:00	20.8
2001-05-24 00:00:00	22.9
2001-05-25 00:00:00	23.5
2001-05-26 00:00:00	23.5
2001-05-27 00:00:00	21.6
2001-05-28 00:00:00	23.9
2001-05-29 00:00:00	22.9
2001-05-30 00:00:00	24.3
2001-05-31 00:00:00	23.7
2001-06-01 00:00:00	21.1
2001-06-02 00:00:00	22.3
2001-06-03 00:00:00	22.7
2001-06-04 00:00:00	22.9
2001-06-05 00:00:00	22.3
2001-06-06 00:00:00	22.6
2001-06-07 00:00:00	22.7
2001-06-08 00:00:00	22.5
2001-06-09 00:00:00	22.1
2001-06-10 00:00:00	21.3
2001-06-11 00:00:00	21.7
2001-06-12 00:00:00	19.6
2001-06-13 00:00:00	21.3
2001-06-14 00:00:00	21.1
2001-06-15 00:00:00	21.1
2001-06-16 00:00:00	18.9
2001-06-17 00:00:00	20.1
2001-06-18 00:00:00	24.1
2001-06-19 00:00:00	21.7
2001-06-20 00:00:00	23.1
2001-06-21 00:00:00	21.7
2001-06-22 00:00:00	22.7
2001-06-23 00:00:00	23.7
2001-06-24 00:00:00	22.9
2001-06-25 00:00:00	22.7
2001-06-26 00:00:00	22.1
2001-06-27 00:00:00	23.9
2001-06-28 00:00:00	21.8
2001-06-29 00:00:00	22.7
2001-06-30 00:00:00	21.3
2001-07-01 00:00:00	22.4
2001-07-02 00:00:00	21.8
2001-07-03 00:00:00	23
2001-07-04 00:00:00	22.1
2001-07-05 00:00:00	20.2
2001-07-06 00:00:00	21.8
2001-07-07 00:00:00	22
2001-07-08 00:00:00	22.1
2001-07-09 00:00:00	21
2001-07-10 00:00:00	22.1
2001-07-11 00:00:00	20.5
2001-07-12 00:00:00	21.1
2001-07-13 00:00:00	23.3
2001-07-14 00:00:00	22.6
2001-07-15 00:00:00	22.2
2001-07-16 00:00:00	20.8
2001-07-17 00:00:00	24.4
2001-07-18 00:00:00	22.1
2001-07-19 00:00:00	20.1
2001-07-20 00:00:00	23.5
2001-07-21 00:00:00	21.6
2001-07-22 00:00:00	22
2001-07-23 00:00:00	18.6
2001-07-24 00:00:00	21.1
2001-07-25 00:00:00	20.3
2001-07-26 00:00:00	22.6
2001-07-27 00:00:00	21.4
2001-07-28 00:00:00	19.9
2001-07-29 00:00:00	22.5
2001-07-30 00:00:00	22
2001-07-31 00:00:00	21.7
2001-08-01 00:00:00	19.9
2001-08-02 00:00:00	20.3
2001-08-03 00:00:00	22.9
2001-08-04 00:00:00	19.1
2001-08-05 00:00:00	20.6
2001-08-06 00:00:00	20.5
2001-08-07 00:00:00	20
2001-08-08 00:00:00	21.5
2001-08-09 00:00:00	21.1
2001-08-10 00:00:00	21.5
2001-08-11 00:00:00	21.3
2001-08-12 00:00:00	23.7
2001-08-13 00:00:00	21.6
2001-08-14 00:00:00	20.1
2001-08-15 00:00:00	21.7
2001-08-16 00:00:00	21.9
2001-08-17 00:00:00	21.7
2001-08-18 00:00:00	21.1
2001-08-19 00:00:00	22.7
2001-08-20 00:00:00	22.3
2001-08-21 00:00:00	21.6
2001-08-22 00:00:00	21.5
2001-08-23 00:00:00	24.9
2001-08-24 00:00:00	21.5
2001-08-25 00:00:00	23.7
2001-08-26 00:00:00	20.3
2001-08-27 00:00:00	22.1
2001-08-28 00:00:00	22.3
2001-08-29 00:00:00	20.6
2001-08-30 00:00:00	22.3
2001-08-31 00:00:00	23.4
2001-09-01 00:00:00	22.1
2001-09-02 00:00:00	22.7
2001-09-03 00:00:00	23.7
2001-09-04 00:00:00	22.3
2001-09-05 00:00:00	24.7
2001-09-06 00:00:00	21.7
2001-09-07 00:00:00	23.3
2001-09-08 00:00:00	21.3
2001-09-09 00:00:00	22.3
2001-09-10 00:00:00	22.1
2001-09-11 00:00:00	23.5
2001-09-12 00:00:00	23.1
2001-09-13 00:00:00	22.7
2001-09-14 00:00:00	22.7
2001-09-15 00:00:00	22.7
2001-09-16 00:00:00	22.5
2001-09-17 00:00:00	22.6034
2001-09-18 00:00:00	21.575
2001-09-19 00:00:00	20.9702
2001-09-20 00:00:00	21.1645
2001-09-21 00:00:00	21.2623
2001-09-22 00:00:00	20.6739
2001-09-23 00:00:00	23.0234
2001-09-24 00:00:00	20.6775
2001-09-25 00:00:00	20.7656
2001-09-26 00:00:00	22.2825
2001-09-27 00:00:00	20.4486
2001-09-28 00:00:00	23.7
2001-09-29 00:00:00	22.3
2001-09-30 00:00:00	21.9103
2001-10-01 00:00:00	22.1984
2001-10-02 00:00:00	21.6327
2001-10-03 00:00:00	22.0834
2001-10-04 00:00:00	21.6522
2001-10-05 00:00:00	22.5251
2001-10-06 00:00:00	22.3399
2001-10-07 00:00:00	22.3208
2001-10-08 00:00:00	22.2583
2001-10-09 00:00:00	22.8576
2001-10-10 00:00:00	22.4865
2001-10-11 00:00:00	22.5699
2001-10-12 00:00:00	23.15
2001-10-13 00:00:00	20.8377
2001-10-14 00:00:00	19.7902
2001-10-15 00:00:00	21.6041
2001-10-16 00:00:00	22.4966
2001-10-17 00:00:00	21.9917
2001-10-18 00:00:00	22.019
2001-10-19 00:00:00	21.7244
2001-10-20 00:00:00	21.7742
2001-10-21 00:00:00	22.4425
2001-10-22 00:00:00	21.789
2001-10-23 00:00:00	22.1305
2001-10-24 00:00:00	23.0182
2001-10-25 00:00:00	22.5126
2001-10-26 00:00:00	22.2868
2001-10-27 00:00:00	21.8751
2001-10-28 00:00:00	21.3031
2001-10-29 00:00:00	22.5453
2001-10-30 00:00:00	23.0626
2001-10-31 00:00:00	23.0562
2001-11-01 00:00:00	21.9165
2001-11-02 00:00:00	22.5259
2001-11-03 00:00:00	23.4385
2001-11-04 00:00:00	22.4888
2001-11-05 00:00:00	22.8576
2001-11-06 00:00:00	23.1426
2001-11-07 00:00:00	23.2569
2001-11-08 00:00:00	22.2919
2001-11-09 00:00:00	21.702
2001-11-10 00:00:00	22.8596
2001-11-11 00:00:00	22.4533
2001-11-12 00:00:00	22.0654
2001-11-13 00:00:00	22.6919
